timestamp,ax,ay,az
0,0.4812,0.29297,1.51953
2,0.38501,0.24292,0.24146
4,-0.0166,0.2002,-0.2168
15,-1.49902,0.65381,-0.10059
17,-1.4231,0.69165,-0.24121
19,-1.28906,0.71973,-0.36328
21,-1.18408,0.71045,-0.396
23,-1.03052,0.62158,-0.53125
25,-0.87915,0.4375,-0.58789
27,-0.79565,0.20215,-0.51855
29,-0.71875,-0.06958,-0.36206
31,-0.55859,-0.34985,-0.18262
33,1.99994,-2.0,-2.0
44,1.78442,-0.88354,0.45166
46,0.40234,-0.61719,0.39746
48,-0.24902,-0.17358,-0.7207
50,-0.61353,0.25928,-0.95361
52,-0.39819,0.47217,0.12085
54,0.25391,0.48364,0.58813
56,1.22632,0.27979,0.21973
58,1.99994,0.02197,-0.10205
60,1.99994,-0.13989,0.45752
62,1.18628,-0.30225,0.81494
64,0.81787,-0.36646,0.71533
66,0.70068,-0.3396,0.50122
77,0.55859,-0.01245,0.17749
79,0.60645,-0.08667,0.05396
81,0.62061,-0.10645,0.18213
83,0.65625,-0.12354,0.17065
85,0.64575,-0.07861,0.25269
87,0.61646,-0.01147,0.22607
89,0.58521,0.07202,0.14575
91,0.55688,0.11914,0.11328
93,0.50562,0.13843,0.09692
95,0.45557,0.13818,0.07764
97,0.42139,0.13672,0.06567
99,0.36499,0.12402,0.12695
110,0.24854,0.1853,0.04126
112,0.22607,0.20068,0.03491
114,0.2146,0.18408,-0.01001
116,0.25659,0.1626,-0.04028
118,0.29126,0.12817,-0.02051
120,0.31445,0.09399,0.02197
122,0.39062,0.02271,-0.00635
124,0.4895,-0.0332,0.00342
126,0.58911,-0.0769,0.04126
128,0.56567,-0.08691,0.09155
130,0.54102,-0.06055,0.14673
132,0.35962,-0.12939,0.06836
143,0.47192,-0.41748,-0.0437
145,0.60937,-0.39307,-0.0603
147,0.69238,-0.46118,-0.0896
149,0.69824,-0.5271,-0.12598
151,0.771,-0.58789,-0.22241
153,0.81152,-0.63696,-0.30786
155,0.80005,-0.52026,-0.28955
157,0.78564,-0.35303,-0.24854
159,0.823,-0.23022,-0.3501
161,0.94629,-0.36963,-0.49805
163,1.18164,-0.50806,-0.47656
174,1.99994,0.125,-1.21313
176,1.99994,1.08472,-2.0
178,1.99994,1.03467,1.99994
180,1.32861,-0.09424,1.99994
182,1.99994,-0.27393,1.35303
184,1.99994,-0.46167,-0.74829
186,1.46777,-0.37134,-0.02832
188,0.34863,-0.19971,0.94019
190,0.03809,0.04395,0.6748
192,-0.00952,0.33911,0.34912
194,-0.09985,0.42554,0.08423
196,-0.54028,0.3811,-0.09937
207,-1.64282,0.68237,-0.44702
209,-1.3501,0.60693,-0.46704
211,-0.33862,0.36694,-0.72437
213,1.99994,-1.2146,-2.0
215,1.99994,-0.03125,1.99994
217,-0.49805,-0.25195,1.99994
219,0.21484,-0.74023,-0.1167
221,1.99994,-0.7063,-0.62207
223,0.90479,-0.91138,0.38403
225,-0.08643,-0.47656,-0.19922
227,-0.51855,0.0791,-0.99316
238,0.74585,-0.17993,0.96167
240,0.75977,-0.34863,0.50293
242,0.80737,-0.36206,0.03442
244,0.69336,-0.29004,-0.12695
246,0.66553,-0.15381,-0.22632
248,0.75024,-0.0708,-0.13892
250,0.9209,-0.03979,0.03931
252,1.04834,-0.05835,0.13965
254,0.98535,-0.11206,0.30225
256,0.83374,-0.14111,0.20142
258,0.72144,-0.14551,0.07568
269,0.52783,0.00049,-0.00464
271,0.56641,-0.00415,0.01782
273,0.59302,-0.01489,0.0376
275,0.62305,-0.00244,0.0459
277,0.62134,-0.00439,0.07227
279,0.60937,0.00952,0.08569
281,0.58398,0.01538,0.06372
283,0.55054,0.00854,0.07397
285,0.52222,-0.00928,0.09595
287,0.49927,-0.03052,0.12451
289,0.47632,-0.03711,0.14966
291,0.45532,-0.01147,0.15039
302,0.39966,0.01978,0.10889
304,0.36572,0.01563,0.11597
306,0.37549,-0.02002,0.10425
308,0.39282,-0.07202,0.08081
310,0.41406,-0.10742,0.08374
312,0.44507,-0.14868,0.09814
314,0.48877,-0.15405,0.10205
316,0.5022,-0.11938,0.09009
318,0.4646,-0.14966,0.10522
320,0.4646,-0.21338,0.07544
322,0.45557,-0.13232,0.09546
324,0.42896,-0.07739,0.07544
335,0.64746,-0.42773,-0.06567
337,0.67456,-0.36255,0.00879
339,0.67187,-0.48608,-0.05688
341,0.74902,-0.58008,-0.14209
343,0.82715,-0.43091,-0.06543
345,0.72168,-0.13501,0.06738
347,0.85815,-0.27026,-0.10107
349,1.15332,-0.48511,-0.20776
351,1.3606,-0.54004,-0.18726
353,1.75439,-0.59985,-0.3252
355,1.99994,-0.49829,-1.0249
366,1.99994,-0.64893,-0.94263
368,1.99994,-0.4375,1.72632
370,1.44019,-0.11279,1.8147
372,0.96631,0.14722,0.32983
374,0.87866,0.14429,-0.37402
376,0.81787,0.22559,-0.22266
378,0.38647,0.31421,-0.11792
380,-0.31079,0.40381,0.02881
382,-0.94897,0.48242,-0.05957
384,-1.39282,0.60498,-0.30591
386,-1.76001,0.72876,-0.41919
388,-1.97119,0.81055,-0.23218
399,-2.0,0.73511,-0.73657
401,-1.88257,0.54224,-0.71582
