timestamp,ax,ay,az
0,0.55566,-0.18115,-0.02271
2,0.61499,-0.21143,-0.02271
4,0.62549,-0.25049,-0.0061
6,0.65479,-0.30566,-0.01685
8,0.71289,-0.31323,-0.00488
10,0.75488,-0.30371,0.00928
12,0.78857,-0.26538,-0.04053
23,1.99994,-0.39258,-0.69971
25,1.99994,-0.27588,-1.13623
27,1.99994,0.70215,-2.0
29,1.99994,1.48389,1.99994
31,0.74512,-0.64331,1.99994
33,1.02612,-1.0459,1.47559
35,1.99994,-0.0647,1.35449
37,1.99994,-0.20068,-0.55591
39,1.99994,-0.36914,-0.86035
41,1.73291,-0.16821,0.18164
43,1.21997,-0.07373,0.90479
54,0.11914,0.30664,0.05078
56,0.06543,0.35107,0.27905
58,-0.15039,0.37988,0.27222
60,-0.35132,0.36548,0.2605
62,-0.479,0.3584,0.2146
64,-0.53564,0.41235,0.17285
66,-0.53149,0.51001,0.12842
68,-0.48242,0.63452,0.06738
70,-0.39868,0.74414,-0.08496
72,-0.24927,0.8208,-0.37354
74,-0.10693,0.87036,-0.60205
76,-0.01514,0.83374,-0.71533
87,-0.11792,-0.03589,-0.08984
89,-0.11865,-0.09692,-0.10254
91,-0.09741,-0.20288,-0.08032
93,-0.0481,-0.29712,-0.08545
95,0.03906,-0.35425,-0.11011
97,0.34863,-0.46875,-0.20752
99,1.99994,-2.0,-2.0
101,1.99994,-0.48315,1.99994
103,-1.4165,-0.94409,1.99994
105,-0.90918,-0.06299,0.20386
116,0.25024,-0.07617,-0.89062
118,0.35132,-0.07983,-0.09082
120,0.21558,-0.01685,0.0022
122,0.05981,-0.00684,0.01978
124,0.0061,-0.01953,0.12109
126,-0.00952,-0.02417,0.25806
128,0.05664,-0.00781,0.35913
130,0.13501,0.00903,0.36475
132,0.19238,0.01587,0.28442
134,0.21387,0.03638,0.16089
136,0.28174,0.03589,0.06934
138,0.57568,-0.03687,0.01831
149,0.26416,-0.14307,0.36475
151,0.33618,-0.13477,0.30884
153,0.4021,-0.10352,0.01489
155,0.40894,-0.06641,-0.15674
157,0.37866,-0.03394,-0.18677
159,0.33032,-0.00562,-0.12671
161,0.29297,0.02881,-0.08423
163,0.24585,0.03638,0.05493
165,0.26123,0.01367,0.12866
167,0.31152,-0.02026,0.14722
169,0.4209,-0.09009,0.14404
171,0.61182,-0.16577,0.09375
182,0.36426,0.09937,0.24023
184,0.35303,0.08081,0.18677
186,0.36499,0.04346,0.11914
188,0.3689,-0.04834,0.05176
190,0.42041,-0.14746,0.00049
192,0.48682,-0.21265,-0.02563
194,0.50854,-0.19849,0.00586
196,0.53198,-0.22314,-0.03198
198,0.54614,-0.17944,0.03882
200,0.54883,-0.20459,0.05103
202,0.62964,-0.21851,0.06128
204,0.67041,-0.21973,0.0542
215,1.14209,-0.38403,-0.24341
217,1.24829,-0.38306,-0.24805
219,1.63379,-0.39673,-0.50317
221,1.99994,-0.43188,-1.06982
223,1.99994,0.02051,-2.0
225,1.99994,1.22412,-2.0
227,1.99994,1.3772,1.99994
229,1.43384,0.21362,1.99994
231,-0.36206,-0.77148,0.6167
233,0.12793,-0.97681,-0.18335
235,1.91846,-0.12646,0.77905
246,1.07324,-0.22241,0.60937
248,1.09106,-0.20581,-0.10181
250,1.29004,0.0542,-0.51709
252,1.20361,0.13477,-0.34448
254,0.98486,0.06641,0.05273
256,0.82227,0.04883,0.3501
258,0.61523,0.17822,0.41382
260,0.40283,0.30566,0.25366
262,0.13843,0.41577,0.23633
264,-0.10181,0.48633,0.2981
266,-0.16504,0.50977,0.2937
268,-0.15796,0.59009,0.4314
270,-0.15625,0.65405,0.53857
281,0.17236,0.63086,-0.38525
283,0.16504,0.57764,-0.41748
285,0.16699,0.47437,-0.46143
287,0.13501,0.34766,-0.4248
289,0.09888,0.2312,-0.31519
291,0.06812,0.12622,-0.17773
293,0.04395,0.03687,-0.07544
295,0.00952,-0.03101,-0.0061
297,-0.01147,-0.08374,0.0188
299,-0.01514,-0.1145,0.00195
301,-0.00659,-0.14624,-0.0415
312,1.99994,-2.0,-2.0
314,1.99994,-1.63379,-2.0
316,1.99994,-0.39771,1.99994
318,-1.23291,-0.68652,1.99994
320,-0.42554,0.14014,1.99994
322,-0.38428,0.04102,1.57056
324,-0.21704,-0.04932,0.5
326,0.07495,0.0332,-0.44189
328,0.28833,0.06665,-0.87061
330,0.44019,0.01904,-0.80078
332,0.44897,0.02905,-0.57837
343,1.0896,-0.22485,0.41089
345,1.6731,-0.34741,0.58228
347,1.99994,-0.44946,0.7998
349,1.49609,-0.33716,0.80615
351,0.62793,-0.12817,0.83789
353,0.38428,-0.00122,0.75195
355,0.39697,0.00244,0.54272
357,0.52759,-0.02759,0.26685
359,0.62207,-0.0437,0.0061
361,0.67065,-0.02954,-0.15576
363,0.62622,-0.01831,-0.21265
365,0.56128,0.02368,-0.21338
376,0.64551,-0.17725,-0.0979
378,0.72827,-0.22339,-0.05298
380,0.81226,-0.2793,-0.07983
382,0.81396,-0.28564,-0.03418
384,0.71558,-0.21558,0.00171
386,0.59644,-0.12769,0.00537
388,0.51416,-0.08081,0.02393
390,0.51978,-0.07983,-0.04346
392,0.56372,-0.10815,-0.07397
394,0.61377,-0.14014,-0.13013
396,0.64062,-0.1543,-0.17554
407,1.99994,-0.50635,-0.78931
409,1.99994,-0.48779,-1.41406
411,1.99994,0.01978,-2.0
413,1.99994,1.27539,1.99994
415,0.46851,0.35645,1.99994
417,-0.21558,-0.6167,0.54687
419,0.65967,-0.87158,1.26831
421,1.98584,-0.3501,1.22583
423,1.99994,0.14355,-0.98682
425,1.99994,-0.04175,-1.71973
427,1.57129,-0.19263,-0.19214
438,1.02881,0.10718,-0.0144
440,0.9436,0.10229,0.12817
442,0.78613,0.09302,0.33789
444,0.6853,0.07007,0.33179
446,0.67041,0.06372,0.20752
448,0.71729,0.13135,0.04297
450,0.7019,0.17822,-0.06714
452,0.63403,0.17383,-0.01782
454,0.55786,0.15308,0.0437
456,0.52295,0.16602,0.08081
458,0.49243,0.19653,0.12305
460,0.45044,0.21533,0.07471
462,0.39282,0.32422,-0.01147
473,0.04541,0.6189,-0.13452
475,0.11743,0.59155,-0.00171
477,0.15332,0.5415,-0.08081
479,0.14185,0.49707,-0.16382
481,0.14697,0.43823,-0.27026
483,0.15332,0.35425,-0.34131
485,0.15137,0.25171,-0.35718
487,0.13647,0.13232,-0.31641
489,0.12744,0.02197,-0.26465
491,0.11328,-0.08398,-0.24878
493,0.08716,-0.15796,-0.2417
495,0.07544,-0.23291,-0.22632
506,-0.30127,0.96924,-2.0
508,1.85864,0.42822,1.99994
510,0.56323,-0.0437,-2.0
512,0.32251,0.23291,-2.0
514,0.27466,-0.03101,-0.15405
516,0.20752,-0.31592,0.44775
518,0.00732,-0.3208,-0.18506
520,-0.1582,-0.27881,-0.82446
522,-0.07349,-0.20605,-0.60156
524,0.08228,-0.13818,0.0166
526,0.16162,-0.10107,0.37476
537,0.06665,0.11865,-0.12231
539,0.02808,0.12061,-0.16162
541,0.05249,0.11279,-0.16748
543,0.09888,0.07788,-0.05298
545,0.30664,-0.0354,0.27832
547,1.99994,-0.72925,1.99994
549,1.99994,-0.57812,1.99994
551,1.86963,0.03931,-0.21167
553,0.51685,0.03467,-0.78979
555,0.20825,0.03833,-0.4917
557,0.05103,-0.04834,-0.2876
559,0.00562,-0.11841,-0.073
570,0.40381,-0.17651,0.22168
572,1.02539,-0.30859,0.43164
574,1.77075,-0.42871,0.56421
576,1.49927,-0.27271,0.23071
578,0.7832,0.03662,0.03467
580,0.42847,0.20557,-0.02222
582,0.28882,0.24731,-0.05029
584,0.26416,0.19971,-0.04712
586,0.35718,0.09937,-0.03735
588,0.53296,-0.03857,0.01855
590,0.72656,-0.14136,0.09814
601,0.69409,-0.14624,0.10132
603,0.77002,-0.17358,0.12988
605,0.93433,-0.2168,0.15161
607,1.09009,-0.24365,0.19727
609,1.31055,-0.2417,0.20703
611,1.78491,-0.24683,0.18311
613,1.99994,-0.36621,0.16772
615,1.99994,-0.1604,1.99994
617,1.99994,0.86182,0.99683
619,1.99994,0.1394,-0.89941
621,0.67114,-0.72339,-2.0
623,1.46313,-0.12085,-1.60693
634,1.50854,-0.04663,0.22656
636,1.14575,-0.13867,0.01392
638,0.95654,-0.09204,-0.03467
640,0.93091,0.00903,0.12915
642,1.0127,0.09644,0.25464
644,1.00708,0.13965,0.23389
646,0.88794,0.09863,0.11328
648,0.76465,0.0459,0.01123
650,0.67065,0.06079,-0.02832
652,0.59302,0.11938,-0.00708
654,0.53955,0.13892,0.0437
656,0.53491,0.15063,-0.04199
658,0.47876,0.18091,-0.17505
669,-0.24341,0.76099,0.24976
671,-0.17627,0.85278,0.11792
673,-0.0813,0.88867,-0.04907
675,0.0481,0.85181,-0.13721
677,0.1145,0.7644,-0.15869
679,0.1665,0.62769,-0.23022
681,0.1792,0.48926,-0.3728
683,0.16821,0.34326,-0.46753
685,0.13062,0.20605,-0.51343
687,0.10376,0.07373,-0.5166
689,0.0979,-0.0376,-0.44214
700,0.06519,-0.49658,-0.0957
702,0.20166,-0.55444,-0.07813
704,1.99994,-2.0,-2.0
706,1.99994,1.08618,1.99994
708,1.42603,0.70874,1.01733
710,-0.06714,-0.01636,-2.0
712,-0.00171,0.22998,-1.16919
714,0.02979,-0.25659,0.81665
716,0.03345,-0.48877,0.39868
718,-0.13086,-0.46387,-0.77563
720,-0.19189,-0.48535,-1.28223
731,0.04907,-0.24243,0.36157
733,0.0603,-0.14966,0.24023
735,0.02856,-0.05127,-0.00952
737,-0.00928,0.01807,-0.12549
739,-0.02002,0.06836,-0.14893
741,0.00781,0.11182,-0.04419
743,0.01172,0.10498,0.08765
745,-0.00317,0.06445,0.13696
747,-0.01147,0.05078,0.08569
749,-0.01782,0.05249,0.01147
751,-0.01538,0.0459,-0.06396
753,0.08276,0.01001,-0.05273
764,-0.21118,0.11523,0.81641
766,-0.17212,0.06299,0.51001
768,-0.08057,0.04932,0.15186
770,0.02637,0.03931,-0.15869
772,0.10864,0.01831,-0.32373
774,0.19214,-0.02026,-0.36499
776,0.32349,-0.07788,-0.29077
778,0.47168,-0.15308,-0.18262
780,0.65747,-0.20361,-0.0896
782,0.78857,-0.2356,-0.00024
784,0.86426,-0.24268,0.08228
795,0.56226,-0.04541,0.11841
797,0.61914,-0.07349,0.03711
799,0.67261,-0.08569,-0.03687
801,0.72705,-0.10254,-0.09155
803,0.8064,-0.15576,-0.13574
805,0.93091,-0.21191,-0.1748
807,1.10498,-0.28516,-0.21045
809,1.33228,-0.34106,-0.21777
811,1.83276,-0.40723,-0.31934
813,1.99994,-0.45215,-0.62817
815,1.99994,0.19678,-1.75513
826,1.99994,0.02344,1.33203
828,1.99994,-0.11719,-0.67017
830,1.90674,-0.15137,-1.34326
832,1.51733,-0.05322,-0.3186
834,1.30518,-0.08984,0.87476
836,1.18945,-0.13062,1.18652
838,1.16113,-0.13159,0.69897
840,1.1792,-0.07349,0.05054
842,1.14063,0.01147,-0.30835
844,1.03687,0.04224,-0.24438
846,0.89404,0.01367,0.02832
848,0.73657,0.00244,0.17505
859,-0.39648,0.23145,0.31055
861,-0.38013,0.42212,0.25781
863,-0.29761,0.61694,0.07764
865,-0.20483,0.78052,-0.10425
867,-0.12988,0.87183,-0.22852
869,-0.06055,0.90356,-0.33984
871,-0.00708,0.85767,-0.46021
873,0.01978,0.77344,-0.52197
875,0.03076,0.63428,-0.53174
877,0.00757,0.48022,-0.50366
