timestamp,ax,ay,az
0,0.91724,-0.13086,0.91309
2,1.07007,-0.07739,0.38525
4,1.30127,0.07983,-0.33472
6,1.56934,0.2085,-0.59912
8,1.68628,0.17407,-0.34277
19,1.93872,0.5293,0.43335
21,1.99994,0.70728,0.59912
23,1.99994,0.88257,0.77124
25,1.99994,0.74316,0.79443
27,1.99994,0.354,0.69946
29,1.99994,-0.09302,0.55127
31,1.99994,-0.54443,0.31543
33,1.99994,-0.89502,0.13232
35,1.92651,-1.10767,0.03149
37,1.5979,-1.20825,-0.03857
39,1.25342,-1.18799,-0.09375
41,0.96729,-1.07788,-0.05078
52,0.40698,0.0271,0.05225
54,0.49146,0.04199,0.34326
56,0.47656,0.06787,0.27393
58,0.46826,0.05762,0.17944
60,0.47095,0.06177,0.13501
62,0.55786,0.0459,0.11963
64,0.59937,0.00122,0.16479
66,0.59692,-0.03809,0.13379
68,0.58691,-0.05664,0.09058
70,0.55811,-0.05884,0.05957
72,0.5542,-0.04883,0.03442
74,0.4834,-0.0437,0.00903
76,0.49414,-0.01465,0.00635
87,0.49585,0.13208,-0.11816
89,0.58887,0.125,0.20215
91,0.52734,0.16333,0.07764
93,0.52197,0.20874,-0.03784
95,0.53027,0.25244,-0.10327
97,0.51416,0.30298,-0.15625
99,0.51953,0.34863,-0.12988
101,0.52295,0.38599,-0.1189
103,0.49194,0.42212,-0.12207
105,0.44873,0.45166,-0.12915
107,0.38599,0.47827,-0.1731
109,0.32251,0.5166,-0.17188
120,0.25024,0.59448,-0.01025
122,0.26611,0.56567,-0.03638
124,0.34082,0.51294,0.03345
126,0.32983,0.55566,-0.02661
128,0.31616,0.45288,-0.0271
130,0.40601,0.25195,0.00293
132,0.51367,0.30762,0.02344
134,0.48853,0.302,-0.01733
136,0.38281,0.14795,-0.0647
138,0.45947,0.10791,-0.01855
140,0.53052,-0.07666,0.07104
142,0.65088,-0.13086,0.13159
153,0.93408,-0.52637,0.27222
155,0.85205,-0.5542,-0.15405
157,0.99243,-0.64844,0.07007
159,1.08716,-0.71143,0.2605
161,1.29858,-0.85937,0.3833
163,1.53027,-0.95898,0.46826
165,1.90796,-0.98511,0.72974
167,1.99994,-0.16992,1.99994
169,1.99994,0.79492,1.99994
171,1.99994,1.86255,-2.0
173,1.72168,-0.01465,-2.0
175,1.99994,-2.0,0.35645
186,0.50879,0.13477,0.71899
188,0.43042,0.22607,0.62231
190,0.46338,0.20435,1.18579
192,0.55103,0.23145,0.27344
194,0.62061,0.30566,-0.38794
196,0.7832,0.28198,-0.43164
198,1.14624,0.05811,0.07593
200,1.66284,-0.1543,0.11914
202,1.99854,-0.23169,-0.32275
204,1.99994,-0.18506,-0.59277
206,1.99994,-0.07275,-0.8042
208,1.99994,0.04687,-0.64673
219,1.99994,-0.01733,0.87769
221,1.99994,-0.26416,0.78613
223,1.89722,-0.53516,0.58862
225,1.62769,-0.77271,0.38306
227,1.38916,-0.88818,0.26929
229,1.11182,-0.97192,0.00171
