timestamp,ax,ay,az
0,1.02515,-0.01123,0.10181
2,1.01953,-0.01172,0.10791
4,1.02026,-0.00464,0.10156
6,1.01709,-0.0083,0.10449
8,1.02148,-0.00439,0.10352
10,1.02124,-0.00781,0.10498
12,1.02124,-0.01294,0.09985
14,1.01929,-0.01025,0.09814
16,1.02393,-0.00757,0.10156
18,1.02002,-0.00903,0.10449
20,1.01416,-0.01196,0.09888
22,1.02344,-0.00781,0.0957
33,1.02856,-0.00903,0.0957
35,1.02637,-0.00903,0.0957
37,1.02271,-0.01025,0.10425
39,1.01953,-0.00537,0.09985
41,1.02051,-0.00708,0.10083
43,1.02124,-0.01001,0.09912
45,1.02393,-0.0105,0.09741
47,1.02466,-0.00903,0.10278
49,1.02173,-0.00537,0.10376
51,1.02417,-0.00708,0.10327
53,1.01782,-0.0105,0.09741
55,1.02026,-0.01367,0.10083
66,1.01758,-0.00537,0.09009
68,1.02295,-0.00244,0.08447
70,1.02344,-0.01221,0.09863
72,1.01978,-0.00562,0.10498
74,1.02222,-0.01025,0.09888
76,1.0188,-0.00659,0.09717
78,1.0293,-0.00977,0.09863
80,1.01904,-0.01123,0.08447
82,1.02051,-0.00562,0.10254
84,1.01685,-0.00073,0.09473
95,1.02173,-0.00854,0.10107
97,1.02441,-0.0083,0.09131
99,1.02002,-0.00708,0.09766
101,1.02734,-0.00952,0.10962
103,1.02222,-0.00513,0.11401
105,1.02441,-0.00317,0.10229
107,1.02466,-0.01099,0.10571
109,1.02222,-0.01196,0.10205
111,1.02197,-0.00586,0.10498
113,1.01807,-0.00684,0.08618
115,1.02393,-0.00708,0.10034
117,1.01782,-0.00195,0.09668
128,1.02441,-0.00391,0.10669
130,1.01855,-0.0061,0.10327
132,1.02075,-0.01001,0.104
134,1.01489,-0.0061,0.10156
136,1.02563,-0.00488,0.10156
138,1.02295,-0.0061,0.10034
140,1.02344,-0.00537,0.11279
142,1.01733,-0.00854,0.10034
144,1.02441,-0.01245,0.10596
146,1.01587,-0.00879,0.09937
148,1.01758,-0.00439,0.10034
150,1.021,-0.0083,0.0957
161,1.01782,-0.00415,0.10669
163,1.02319,-0.01074,0.10645
165,1.02002,-0.00317,0.09937
167,1.02246,-0.00513,0.11133
169,1.01733,-0.00244,0.10474
171,1.01978,-0.00171,0.10962
173,1.0188,0.00244,0.09375
175,1.01782,-0.00708,0.09985
177,1.01978,-0.00342,0.10059
179,1.02466,-0.00684,0.11108
181,1.0188,-0.0061,0.11035
183,1.01904,-0.00586,0.10938
194,1.02393,-0.00635,0.09473
196,1.0188,-0.01001,0.11694
198,1.021,-0.00806,0.11011
200,1.02246,-0.00293,0.10132
202,1.01904,-0.00488,0.10034
204,1.02197,-0.00171,0.09937
206,1.02808,-0.00244,0.10107
208,1.01416,-0.00879,0.10425
210,1.02563,-0.00635,0.09229
212,1.01685,-0.01172,0.10156
214,1.02368,-0.00439,0.10693
216,1.021,-0.00195,0.10132
227,1.02026,-0.00562,0.11597
229,1.01465,-0.00879,0.10181
231,1.02051,-0.0127,0.10791
233,1.01367,-0.0022,0.09937
235,1.02246,-0.00903,0.1001
237,1.01953,-0.00562,0.10278
239,1.01758,-0.00562,0.1062
241,1.0166,-0.01025,0.09912
243,1.01782,-0.00317,0.104
245,1.01782,-0.00928,0.09644
247,1.021,-0.00684,0.10791
249,1.02515,-0.00244,0.10474
260,1.02197,-0.00757,0.10303
262,1.02271,-0.00391,0.10913
264,1.01929,-0.00684,0.11182
266,1.0166,-0.00781,0.10303
268,1.02246,-0.00781,0.10205
270,1.02271,-0.00708,0.10327
272,1.02148,-0.00708,0.10278
274,1.01538,-0.01123,0.09717
276,1.02026,-0.00781,0.10254
278,1.02002,-0.00317,0.10376
280,1.02295,-0.00952,0.10693
282,1.02612,-0.01099,0.10059
293,1.01929,-0.00684,0.10938
295,1.02393,-0.01123,0.09473
297,1.02441,-0.00757,0.10327
299,1.01855,-0.01318,0.11133
301,1.02002,-0.0061,0.09814
303,1.01831,-0.00513,0.10571
305,1.02148,-0.00464,0.10303
307,1.01855,-0.00757,0.10522
309,1.02271,-0.00146,0.10547
311,1.02271,-0.01025,0.10205
313,1.02173,-0.00952,0.10376
324,1.01733,-0.00537,0.09375
326,1.02173,-0.00684,0.09766
328,1.01782,-0.00854,0.09473
330,1.02856,-0.00439,0.10547
332,1.01636,-0.00928,0.10083
334,1.02197,-0.00684,0.10327
336,1.02197,-0.00537,0.09814
338,1.02271,-0.00488,0.09985
340,1.02563,-0.00269,0.09204
342,1.02026,-0.00195,0.09912
344,1.01636,-0.00806,0.10181
346,1.02002,-0.00781,0.09741
357,1.02197,-0.00049,0.09155
359,1.02539,-0.00659,0.09937
361,1.02515,-0.01221,0.09302
363,1.02246,-0.01489,0.0979
365,1.02368,-0.00928,0.10425
367,1.02148,-0.01123,0.09717
369,1.01978,-0.01318,0.10083
371,1.02417,-0.00757,0.09448
373,1.02026,-0.00854,0.09937
375,1.01929,-0.00488,0.10498
377,1.02148,-0.01074,0.09961
379,1.02197,-0.00879,0.09863
390,1.02295,-0.0083,0.10083
392,1.01904,-0.01025,0.10449
394,1.0188,-0.01099,0.0979
396,1.03052,-0.00659,0.09399
398,1.01831,-0.01147,0.09619
400,1.02124,-0.00586,0.10059
402,1.02637,-0.00464,0.09326
404,1.021,-0.00879,0.09058
406,1.01978,-0.0022,0.10229
408,1.02612,-0.01172,0.1001
410,1.02344,-0.00586,0.09888
412,1.02124,-0.00903,0.09497
423,1.02319,-0.0061,0.10303
425,1.01636,-0.01001,0.09839
427,1.01978,-0.00684,0.10229
429,1.02173,-0.01563,0.10229
431,1.02124,-0.00586,0.0979
433,1.01953,-0.01733,0.09985
435,1.01538,-0.00537,0.09302
437,1.01514,-0.0105,0.09521
439,1.02417,-0.00977,0.09839
441,1.01978,-0.00757,0.10034
443,1.02759,-0.01147,0.09277
445,1.01807,-0.00293,0.09912
456,1.01172,-0.00415,0.10522
458,1.02002,-0.00781,0.09863
460,1.01904,-0.00513,0.10571
462,1.02661,-0.00952,0.10303
464,1.02344,-0.00171,0.104
466,1.02173,-0.0105,0.09961
