timestamp,ax,ay,az
0,1.021,-0.00928,0.09473
2,1.02197,-0.0105,0.09668
4,1.01929,-0.0083,0.09717
6,1.01733,-0.01147,0.08765
8,1.01904,-0.01221,0.11328
10,1.02441,-0.00952,0.09424
12,1.02734,-0.00854,0.10132
14,1.02051,-0.00952,0.10059
16,1.02075,-0.00537,0.09595
27,1.02417,-0.00952,0.10107
29,1.01904,-0.00928,0.09741
31,1.02026,-0.00806,0.09985
33,1.0249,-0.01416,0.10132
35,1.02295,-0.0083,0.09131
37,1.01978,-0.00684,0.09766
39,1.02344,-0.00806,0.09888
41,1.02002,-0.01245,0.09473
43,1.02051,-0.0105,0.10229
45,1.02368,-0.00757,0.10254
47,1.02417,-0.01025,0.10132
49,1.02222,-0.01343,0.09741
60,1.02173,-0.00415,0.10645
62,1.02563,-0.00854,0.10034
64,1.02539,-0.00781,0.09741
66,1.02393,-0.01001,0.09302
68,1.01953,-0.00757,0.10498
70,1.021,-0.00977,0.09229
72,1.02124,-0.01025,0.10645
74,1.02222,-0.00781,0.10596
76,1.021,-0.01221,0.10498
78,1.01758,-0.00757,0.09399
89,1.02539,-0.00244,0.11377
91,1.01465,-0.00537,0.10718
93,1.02515,-0.01221,0.10522
95,1.02344,-0.00244,0.09912
97,1.02344,-0.00293,0.10327
99,1.02197,-0.00586,0.11011
101,1.01685,-0.00366,0.10718
103,1.0166,-0.00415,0.10376
105,1.02002,-0.00391,0.09595
107,1.01318,-0.00781,0.10376
109,1.01416,-0.01099,0.10034
111,1.01636,-0.00293,0.10669
122,1.01782,-0.00317,0.10327
124,1.01489,-0.00244,0.10547
126,1.02124,0.00244,0.10815
128,1.01074,-0.00879,0.11353
130,1.01685,-0.01025,0.10791
132,1.01392,0.00024,0.11523
134,1.01343,-0.00488,0.1062
136,1.01514,-0.00708,0.10522
138,1.02295,-0.00488,0.1123
140,1.02026,-0.00488,0.10791
142,1.02954,-0.00708,0.1084
144,1.02563,-0.00439,0.10767
155,1.0249,-0.00049,0.09619
157,1.01514,-0.00781,0.10352
159,1.02026,-0.00757,0.10254
161,1.02271,-0.00537,0.10352
163,1.01855,-0.00977,0.09595
165,1.01929,-0.00562,0.10498
167,1.01953,-0.0083,0.104
169,1.02295,-0.00854,0.10718
171,1.02368,-0.00806,0.10352
173,1.01855,-0.01367,0.11157
175,1.02075,-0.00854,0.10791
177,1.01294,-0.00732,0.10059
188,1.02075,-0.00415,0.09326
190,1.02612,-0.00415,0.10449
192,1.021,-0.00708,0.104
194,1.02002,-0.00293,0.09863
196,1.02026,-0.00464,0.10083
198,1.0249,-0.00488,0.09985
200,1.02051,-0.0083,0.10083
202,1.02197,-0.00464,0.10718
204,1.02417,-0.0105,0.09473
206,1.02222,-0.00562,0.10767
208,1.0249,-0.00537,0.10815
210,1.02393,-0.00586,0.09424
221,1.02246,-0.00513,0.104
223,1.02124,-0.00635,0.10059
225,1.02637,-0.00562,0.10645
227,1.02612,-0.00391,0.10962
229,1.02539,-0.01416,0.10352
231,1.01929,-0.00464,0.09448
233,1.01855,-0.00391,0.10107
235,1.02051,-0.00391,0.09692
237,1.01855,-0.00684,0.09863
239,1.01758,-0.00537,0.11157
241,1.01123,-0.00488,0.10132
252,1.02515,-0.00269,0.10669
254,1.02148,-0.00562,0.10181
256,1.02661,-0.00952,0.09985
258,1.0188,-0.01245,0.10742
260,1.02759,-0.0083,0.1084
262,1.01807,-0.0061,0.09497
264,1.02075,-0.00391,0.10034
266,1.02295,-0.01025,0.09839
268,1.02271,-0.01123,0.10352
270,1.01636,-0.01489,0.10742
272,1.01416,-0.01025,0.09399
274,1.02075,-0.00415,0.09814
285,1.02808,-0.00732,0.09692
